"","Year","Medal","Time","Record","Event","Name","Athlete.Country","Host.City","Host.Country"
"648",2008,"Bronze",NA,NA,"Pole vault ","Svetlana Feofanova","Russia","Beijing","China"
"649",2008,"Bronze",NA,NA,"Long jump  [m]","Chelsea Hammond","Jamaica","Beijing","China"
"650",2008,"Bronze",NA,NA,"Triple jump  [n]","Yargelis Savigne","Cuba","Beijing","China"
"651",2008,"Bronze",NA,NA,"Shot put  [o]","Gong Lijiao","China","Beijing","China"
"652",2008,"Bronze",NA,NA,"Discus throw  [p]","Song Aimin","China","Beijing","China"
"653",2008,"Bronze",NA,NA,"Hammer throw  [q]","Manuela Montebrun","France","Beijing","China"
"654",2008,"Bronze",65.75,NA,"Javelin throw  [r]","Goldie Sayers","Great Britain","Beijing","China"
"655",2008,"Bronze",6517,NA,"Heptathlon  [s]","Kelly Sotherton","Great Britain","Beijing","China"
"656",2000,"Bronze",11.19,NA,"100 metres","Merlene Ottey","Jamaica","Atlanta","USA"
"657",2000,"Bronze",11.19,NA,"100 metres","Merlene Ottey","Jamaica","Atlanta","USA"
"658",2000,"Bronze",22.35,NA,"200 metres","Beverly McDonald","Jamaica","Atlanta","USA"
"659",2000,"Bronze",49.72,NA,"400 metres","Katharine Merry","Great Britain","Atlanta","USA"
"660",2000,"Bronze",NA,NA,"800 metres","Kelly Holmes","Great Britain","Atlanta","USA"
"661",2000,"Bronze",NA,NA,"1500 metres","Gabriela Szabo","Romania","Atlanta","USA"
"662",2000,"Bronze",NA,NA,"5000 metres","Gete Wami","Ethiopia","Atlanta","USA"
"663",2000,"Bronze",NA,"NR)","10,000 metres","Fernanda Ribeiro","Portugal","Atlanta","USA"
"664",2000,"Bronze",12.76,NA,"100 metres hurdles","Melissa Morrison","United States","Atlanta","USA"
"665",2000,"Bronze",53.57,NA,"400 metres hurdles","Nezha Bidouane","Morocco","Atlanta","USA"
"666",2000,"Bronze",42.2,NA,"4×100 metres relay","United States","(USA)Chryste GainesTorri EdwardsNanceen PerryPassion Richardson*[3]","Atlanta","USA"
"667",2000,"Bronze",NA,NA,"4×400 metres relay","Russia (RUS)Yuliya","SotnikovaSvetlana GoncharenkoOlga KotlyarovaIrina PrivalovaNatalya Nazarova*Olesya Zykina*","Atlanta","USA"
"668",2000,"Bronze",NA,NA,"Marathon","Joyce Chepchumba","Kenya","Atlanta","USA"
"669",2000,"Bronze",NA,NA,"20 kilometres walk","María Vasco","Spain","Atlanta","USA"
"670",2000,"Bronze",NA,NA,"High jump","Kajsa Bergqvist","Sweden","Atlanta","USA"
"671",2000,"Bronze",NA,NA,"High jump","Oana Pantelimon[4]","Romania","Atlanta","USA"
"672",2000,"Bronze",NA,NA,"Pole vault","Vala Flosadóttir","Iceland","Atlanta","USA"
"673",2000,"Bronze",NA,NA,"Long jump","Tatyana Kotova","Russia","Atlanta","USA"
"674",2000,"Bronze",NA,NA,"Triple jump","Olena Hovorova","Ukraine","Atlanta","USA"
"675",2000,"Bronze",NA,NA,"Shot put","Astrid Kumbernuss","Germany","Atlanta","USA"
"676",2000,"Bronze",NA,NA,"Discus throw","Iryna Yatchenko","Belarus","Atlanta","USA"
"677",2000,"Bronze",NA,NA,"Hammer throw","Kirsten Münchow","Germany","Atlanta","USA"
"678",2000,"Bronze",NA,NA,"Javelin throw","Osleidys Menéndez","Cuba","Atlanta","USA"
"679",2000,"Bronze",6527,NA,"Heptathlon","Natallia Sazanovich","Belarus","Atlanta","USA"
"680",1996,"Bronze",10.96,NA,"100 metres","Gwen Torrence","United States","Atlanta","USA"
"681",1996,"Bronze",22.38,NA,"200 metres","Mary Onyali","Nigeria","Atlanta","USA"
"682",1996,"Bronze",49.1,NA,"400 metres","Falilat Ogunkoya","Nigeria","Atlanta","USA"
"683",1996,"Bronze",NA,NA,"800 metres","Maria de","Lurdes Mutola Mozambique","Atlanta","USA"
"684",1996,"Bronze",NA,"NR)","1500 metres","Theresia Kiesl","Austria","Atlanta","USA"
"685",1996,"Bronze",NA,NA,"5000 metres","Roberta Brunet","Italy","Atlanta","USA"
"686",1996,"Bronze",NA,NA,"10,000 metres","Gete Wami","Ethiopia","Atlanta","USA"
"687",1996,"Bronze",12.65,NA,"100 metres hurdles","Patricia Girard","France","Atlanta","USA"
"688",1996,"Bronze",53.22,NA,"400 metres hurdles","Tonja Buford-Bailey","United States","Atlanta","USA"
"689",1996,"Bronze",42.24,NA,"4×100 metres relay","Jamaica (JAM)Michelle","FreemanJuliet CuthbertNikole MitchellMerlene OtteyGillian Russell*Andria Lloyd*","Atlanta","USA"
"690",1996,"Bronze",NA,NA,"4×400 metres relay","Germany (GER)Uta","RohländerLinda KisabakaAnja RückerGrit Breuer","Atlanta","USA"
"691",1996,"Bronze",NA,NA,"Marathon","Yuko Arimori","Japan","Atlanta","USA"
"692",1996,"Bronze",NA,NA,"10 kilometres walk","Wang Yan","China","Atlanta","USA"
"693",1996,"Bronze",NA,NA,"High jump","Inha Babakova","Ukraine","Atlanta","USA"
"694",1996,"Bronze",NA,NA,"Long jump","Jackie Joyner-Kersee","United States","Atlanta","USA"
"695",1996,"Bronze",NA,NA,"Triple jump","Šárka Kašpárková","Czech Republic","Atlanta","USA"
"696",1996,"Bronze",NA,NA,"Shot put","Irina Khudoroshkina","Russia","Atlanta","USA"
"697",1996,"Bronze",NA,NA,"Discus throw","Ellina Zvereva","Belarus","Atlanta","USA"
"698",1996,"Bronze",NA,NA,"Javelin throw","Trine Hattestad","Norway","Atlanta","USA"
"699",1996,"Bronze",6489,NA,"Heptathlon","Denise Lewis","Great Britain","Atlanta","USA"
"700",1992,"Bronze",10.84,NA,"100 metres","Irina Privalova","Unified Team( Russia)","Barcelona","Spain"
"701",1992,"Bronze",22.09,NA,"200 metres","Merlene Ottey","Jamaica","Barcelona","Spain"
"702",1992,"Bronze",49.64,NA,"400 metres","Ximena Restrepo","Colombia","Barcelona","Spain"
"703",1992,"Bronze",NA,NA,"800 metres","Ana Fidelia","Quirot Cuba","Barcelona","Spain"
"704",1992,"Bronze",NA,NA,"1500 metres","Qu Yunxia","China","Barcelona","Spain"
"705",1992,"Bronze",NA,NA,"3000 metres","Angela Chalmers","Canada","Barcelona","Spain"
"706",1992,"Bronze",NA,NA,"10,000 metres","Lynn Jennings","United States","Barcelona","Spain"
"707",1992,"Bronze",12.7,NA,"100 metres hurdles","Yordanka Donkova","Bulgaria","Barcelona","Spain"
"708",1992,"Bronze",54.31,NA,"400 metres hurdles","Janeene Vickers","United States","Barcelona","Spain"
"709",1992,"Bronze",42.81,NA,"4×100 metres relay","Nigeria (NGR)Beatrice","UtonduFaith IdehenChristy Opara-ThompsonMary Onyali","Barcelona","Spain"
"710",1992,"Bronze",NA,NA,"4×400 metres relay","Great Britain","(GBR)Phylis SmithSandra DouglasJennifer StouteSally Gunnell","Barcelona","Spain"
"711",1992,"Bronze",NA,NA,"Marathon","Lorraine Moller","New Zealand","Barcelona","Spain"
"712",1992,"Bronze",NA,NA,"10 kilometres walk","Li Chunxiu","China","Barcelona","Spain"
"713",1992,"Bronze",NA,NA,"High jump","Joanet Quintero","Cuba","Barcelona","Spain"
"714",1992,"Bronze",NA,NA,"Long jump","Jackie Joyner-Kersee","United States","Barcelona","Spain"
"715",1992,"Bronze",NA,NA,"Shot put","Kathrin Neimke","Germany","Barcelona","Spain"
"716",1992,"Bronze",NA,NA,"Discus throw","Daniela Costian","Australia","Barcelona","Spain"
"717",1992,"Bronze",NA,NA,"Javelin throw","Karen Forkel","Germany","Barcelona","Spain"
"718",1992,"Bronze",6649,NA,"Heptathlon","Sabine Braun","Germany","Barcelona","Spain"
"719",1988,"Bronze",10.85,NA,"100 metres","Heike Drechsler","East Germany","Seoul","South Korea"
"720",1988,"Bronze",21.95,NA,"200 metres","Heike Drechsler","East Germany","Seoul","South Korea"
"721",1988,"Bronze",49.9,NA,"400 metres","Olga Nazarova","Soviet Union","Seoul","South Korea"
"722",1988,"Bronze",NA,NA,"800 metres","Kim Gallagher","United States","Seoul","South Korea"
"723",1988,"Bronze",NA,NA,"1500 metres","Tetyana Samolenko","Soviet Union","Seoul","South Korea"
"724",1988,"Bronze",NA,NA,"3000 metres","Yvonne Murray","Great Britain","Seoul","South Korea"
"725",1988,"Bronze",NA,NA,"10,000 metres","Yelena Zhupiyeva","Soviet Union","Seoul","South Korea"
"726",1988,"Bronze",12.75,NA,"100 metres hurdles","Claudia Zackiewicz","West Germany","Seoul","South Korea"
"727",1988,"Bronze",53.63,NA,"400 metres hurdles","Ellen Fiedler","East Germany","Seoul","South Korea"
"728",1988,"Bronze",42.75,NA,"4×100 metres relay","Soviet Union","(URS)Lyudmila KondratyevaGalina MalchuginaMarina ZhirovaNatalya PomoshchnikovaMaia Azarashvili*","Seoul","South Korea"
"729",1988,"Bronze",NA,NA,"4×400 metres relay","East Germany","(GDR)Dagmar NeubauerKirsten EmmelmannSabine BuschPetra MullerGrit Breuer*","Seoul","South Korea"
"730",1988,"Bronze",NA,NA,"Marathon","Katrin Dörre","East Germany","Seoul","South Korea"
"731",1988,"Bronze",NA,NA,"High jump","Tamara Bykova","Soviet Union","Seoul","South Korea"
"732",1988,"Bronze",NA,NA,"Long jump","Galina Chistyakova","Soviet Union","Seoul","South Korea"
"733",1988,"Bronze",NA,NA,"Shot put","Li Meisu","China","Seoul","South Korea"
"734",1988,"Bronze",NA,NA,"Discus throw","Tsvetanka Khristova","Bulgaria","Seoul","South Korea"
"735",1988,"Bronze",NA,NA,"Javelin throw","Beate Koch","East Germany","Seoul","South Korea"
"736",1988,"Bronze",6858,NA,"Heptathlon","Anke Behmer","East Germany","Seoul","South Korea"
"737",1984,"Bronze",11.16,NA,"100 metres","Merlene Ottey","Jamaica","Los Angeles","USA"
"738",1984,"Bronze",22.09,NA,"200 metres","Merlene Ottey","Jamaica","Los Angeles","USA"
"739",1984,"Bronze",49.42,NA,"400 metres","Kathy Smallwood-Cook","Great Britain","Los Angeles","USA"
"740",1984,"Bronze",NA,NA,"800 metres","Fiţa Lovin","Romania","Los Angeles","USA"
"741",1984,"Bronze",NA,NA,"1500 metres","Maricica Puică","Romania","Los Angeles","USA"
"742",1984,"Bronze",NA,NA,"3000 metres","Lynn Williams","Canada","Los Angeles","USA"
"743",1984,"Bronze",13.06,NA,"100 metres hurdles","Michèle Chardonnet","France","Los Angeles","USA"
"744",1984,"Bronze",13.06,NA,"100 metres hurdles","Kim Turner","United States","Los Angeles","USA"
"745",1984,"Bronze",55.41,NA,"400 metres hurdles","Cristieana Cojocaru","Romania","Los Angeles","USA"
"746",1984,"Bronze",43.11,NA,"4×100 metres relay","Great Britain","(GBR)Simmone JacobsKathy Smallwood-CookBeverley GoddardHeather Hunte","Los Angeles","USA"
"747",1984,"Bronze",NA,NA,"4×400 metres relay","West Germany","(FRG)Heike Schulte-MattlerUte ThimmHeide-Elke GaugelGaby BußmannNicole Leistenschneider*Christina Sussiek*","Los Angeles","USA"
"748",1984,"Bronze",NA,NA,"Marathon","Rosa Mota","Portugal","Los Angeles","USA"
"749",1984,"Bronze",NA,NA,"High jump","Joni Huntley","United States","Los Angeles","USA"
"750",1984,"Bronze",NA,NA,"Long jump","Susan Hearnshaw","Great Britain","Los Angeles","USA"
"751",1984,"Bronze",NA,NA,"Shot put","Gael Martin","Australia","Los Angeles","USA"
"752",1984,"Bronze",NA,NA,"Discus throw","Florenţa Crăciunescu","Romania","Los Angeles","USA"
"753",1984,"Bronze",NA,NA,"Javelin throw","Fatima Whitbread","Great Britain","Los Angeles","USA"
"754",1984,"Bronze",6363,NA,"Heptathlon","Sabine Everts","West Germany","Los Angeles","USA"
"755",1980,"Bronze",11.14,NA,"100 metres","Ingrid Auerswald","East Germany","Moscow","Russia"
"756",1980,"Bronze",22.2,NA,"200 metres","Merlene Ottey","Jamaica","Moscow","Russia"
"757",1980,"Bronze",49.66,NA,"400 metres","Christina Lathan","East Germany","Moscow","Russia"
"758",1980,"Bronze",NA,NA,"800 metres","Tatyana Providokhina","Soviet Union","Moscow","Russia"
"759",1980,"Bronze",NA,NA,"1500 metres","Nadiya Olizarenko","Soviet Union","Moscow","Russia"
"760",1980,"Bronze",12.65,NA,"100 metres hurdles","Lucyna Langer","Poland","Moscow","Russia"
"761",1980,"Bronze",42.43,NA,"4×100 metres relay","Great Britain","(GBR)Heather HunteKathy SmallwoodBeverley GoddardSonia Lannaman","Moscow","Russia"
"762",1980,"Bronze",NA,NA,"4×400 metres relay","Great Britain","(GBR)Linsey MacDonaldMichelle ProbertJoslyn Hoyte-SmithDonna Hartley","Moscow","Russia"
"763",1980,"Bronze",NA,NA,"High jump","Jutta Kirst","East Germany","Moscow","Russia"
"764",1980,"Bronze",NA,NA,"Long jump","Tatyana Skachko","Soviet Union","Moscow","Russia"
"765",1980,"Bronze",NA,NA,"Shot put","Margitta Droese-Pufe","East Germany","Moscow","Russia"
"766",1980,"Bronze",NA,NA,"Discus throw","Tatyana Lesovaya","Soviet Union","Moscow","Russia"
"767",1980,"Bronze",NA,NA,"Javelin throw","Ute Hommola","East Germany","Moscow","Russia"
"768",1980,"Bronze",4875,NA,"Pentathlon","Olga Kuragina","Soviet Union","Moscow","Russia"
"769",1976,"Bronze",11.17,NA,"100 metres","Inge Helten","West Germany","Montreal","Canada"
"770",1976,"Bronze",22.47,NA,"200 metres","Renate Stecher","East Germany","Montreal","Canada"
"771",1976,"Bronze",50.55,NA,"400 metres","Ellen Streidt","East Germany","Montreal","Canada"
"772",1976,"Bronze",NA,NA,"800 metres","Elfi Zinn","East Germany","Montreal","Canada"
"773",1976,"Bronze",NA,NA,"1500 metres","Ulrike Klapezynski","East Germany","Montreal","Canada"
"774",1976,"Bronze",12.8,NA,"100 metres hurdles","Natalya Lebedeva","Soviet Union","Montreal","Canada"
"775",1976,"Bronze",43.09,NA,"4×100 metres relay","Soviet Union","(URS)Tetyana ProrochenkoLyudmila MaslakovaNadezhda BesfamilnayaVera Anisimova","Montreal","Canada"
"776",1976,"Bronze",NA,NA,"4×400 metres relay","Soviet Union","(URS)Inta KļimovičaLyudmila AksyonovaNatalya SokolovaNadezhda Ilyina","Montreal","Canada"
"777",1976,"Bronze",NA,NA,"High jump","Yordanka Blagoeva","Bulgaria","Montreal","Canada"
"778",1976,"Bronze",NA,NA,"Long jump","Lidiya Alfeyeva","Soviet Union","Montreal","Canada"
"779",1976,"Bronze",NA,NA,"Shot put","Helena Fibingerová","Czechoslovakia","Montreal","Canada"
"780",1976,"Bronze",NA,NA,"Discus throw","Gabriele Hinzmann","East Germany","Montreal","Canada"
"781",1976,"Bronze",NA,NA,"Javelin throw","Kate Schmidt","United States","Montreal","Canada"
"782",1976,"Bronze",4740,NA,"Pentathlon","Burglinde Pollak","East Germany","Montreal","Canada"
"783",1972,"Bronze",11.24,NA,"100 metres","Silvia Chibás","Cuba","Munich","Germany"
"784",1972,"Bronze",22.74,NA,"200 metres","Irena Szewińska","Poland","Munich","Germany"
"785",1972,"Bronze",51.64,NA,"400 metres","Kathy Hammond","United States","Munich","Germany"
"786",1972,"Bronze",NA,NA,"800 metres","Gunhild Hoffmeister","East Germany","Munich","Germany"
"787",1972,"Bronze",NA,NA,"1500 metres","Paola Pigni","Italy","Munich","Germany"
"788",1972,"Bronze",12.9,NA,"100 metres hurdles","Karin Balzer","East Germany","Munich","Germany"
"789",1972,"Bronze",43.36,NA,"4×100 metres relay","Cuba (CUB)Marlene","ElejardeCarmen ValdésFulgencia RomaySilvia Chibás","Munich","Germany"
"790",1972,"Bronze",NA,NA,"4×400 metres relay","West Germany","(FRG)Anette RückesInge BöddingHildegard FalckRita Wilden","Munich","Germany"
"791",1972,"Bronze",1.88,NA,"High jump","Ilona Gusenbauer","Austria","Munich","Germany"
"792",1972,"Bronze",6.67,NA,"Long jump","Eva Šuranová","Czechoslovakia","Munich","Germany"
"793",1972,"Bronze",19.35,NA,"Shot put","Ivanka Khristova","Bulgaria","Munich","Germany"
"794",1972,"Bronze",64.34,NA,"Discus throw","Vasilka Stoeva","Bulgaria","Munich","Germany"
"795",1972,"Bronze",59.94,NA,"Javelin throw","Kate Schmidt","United States","Munich","Germany"
"796",1972,"Bronze",4768,NA,"Pentathlon","Burglinde Pollak","East Germany","Munich","Germany"
"797",1968,"Bronze",11.19,NA,"100 metres","Irena Szewińska","Poland","Mexico City","Mexico"
"798",1968,"Bronze",22.88,NA,"200 metres","Jenny Lamy","Australia","Mexico City","Mexico"
"799",1968,"Bronze",52.25,NA,"400 metres","Natalya Pechonkina","Soviet Union","Mexico City","Mexico"
"800",1968,"Bronze",NA,NA,"800 metres","Maria Gommers","Netherlands","Mexico City","Mexico"
"801",1968,"Bronze",10.51,NA,"80 metres hurdles","Chi Cheng","Taiwan","Mexico City","Mexico"
"802",1968,"Bronze",43.41,NA,"4×100 metres relay","Soviet Union","(URS)Galina BukharinaLyudmila SamotyosovaVera PopkovaLyudmila Zharkova","Mexico City","Mexico"
"803",1968,"Bronze",1.8,NA,"High jump","Valentina Kozyr","Soviet Union","Mexico City","Mexico"
"804",1968,"Bronze",6.66,NA,"Long jump","Tatyana Talysheva","Soviet Union","Mexico City","Mexico"
"805",1968,"Bronze",18.19,NA,"Shot put","Nadezhda Chizhova","Soviet Union","Mexico City","Mexico"
"806",1968,"Bronze",54.9,NA,"Discus throw","Jolán Kleiber-Kontsek","Hungary","Mexico City","Mexico"
"807",1968,"Bronze",58.04,NA,"Javelin throw","Eva Janko","Austria","Mexico City","Mexico"
"808",1968,"Bronze",4959,NA,"Pentathlon","Annamária Tóth","Hungary","Mexico City","Mexico"
"809",1964,"Bronze",11.6,NA,"100 metres","Ewa Kłobukowska","Poland","Tokyo","Japan"
"810",1964,"Bronze",23.1,NA,"200 metres","Marilyn Black","Australia","Tokyo","Japan"
"811",1964,"Bronze",53.4,NA,"400 metres","Judy Amoore","Australia","Tokyo","Japan"
"812",1964,"Bronze",NA,NA,"800 metres","Marise Chamberlain","New Zealand","Tokyo","Japan"
"813",1964,"Bronze",10.6,NA,"80 metres hurdles","Pam Kilborn","Australia","Tokyo","Japan"
"814",1964,"Bronze",44,NA,"4×100 metres relay","Great Britain","(GBR)Janet SimpsonMary RandDaphne ArdenDorothy Hyman","Tokyo","Japan"
"815",1964,"Bronze",1.78,NA,"High jump","Taisia Chenchik","Soviet Union","Tokyo","Japan"
"816",1964,"Bronze",6.42,NA,"Long jump","Tatyana Schelkanova","Soviet Union","Tokyo","Japan"
"817",1964,"Bronze",17.45,NA,"Shot put","Galina Zybina","Soviet Union","Tokyo","Japan"
"818",1964,"Bronze",56.97,NA,"Discus throw","Lia Manoliu","Romania","Tokyo","Japan"
"819",1964,"Bronze",57.06,NA,"Javelin throw","Yelena Gorchakova","Soviet Union","Tokyo","Japan"
"820",1964,"Bronze",4956,NA,"Pentathlon","Galina Bystrova","Soviet Union","Tokyo","Japan"
"821",1960,"Bronze",11.3,NA,"100 metres","Giuseppina Leone","Italy","Rome","Italy"
"822",1960,"Bronze",24.7,NA,"200 metres","Dorothy Hyman","Great Britain","Rome","Italy"
"823",1960,"Bronze",NA,NA,"800 metres","Ursula Donath","United Team of Germany","Rome","Italy"
"824",1960,"Bronze",11,NA,"80 metres hurdles","Gisela Birkemeyer","United Team of Germany","Rome","Italy"
"825",1960,"Bronze",45,NA,"4×100 metres relay","Poland (POL)Teresa","WieczorekBarbara JaniszewskaCelina JesionowskaHalina Richter","Rome","Italy"
"826",1960,"Bronze",NA,NA,"High jump","none awarded","as there was a tie for silver","Rome","Italy"
"827",1960,"Bronze",NA,NA,"High jump","none awarded","as there was a tie for silver","Rome","Italy"
"828",1960,"Bronze",6.21,NA,"Long jump","Hildrun Claus","United Team of Germany","Rome","Italy"
"829",1960,"Bronze",16.42,NA,"Shot put","Earlene Brown","United States","Rome","Italy"
"830",1960,"Bronze",52.36,NA,"Discus throw","Lia Manoliu","Romania","Rome","Italy"
"831",1960,"Bronze",53.45,NA,"Javelin throw","Birutė Kalėdienė","Soviet Union","Rome","Italy"
"832",1956,"Bronze",11.7,NA,"100 metres","Marlene Matthews","Australia","Melbourne","Australia"
"833",1956,"Bronze",23.8,NA,"200 metres","Marlene Matthews","Australia","Melbourne","Australia"
"834",1956,"Bronze",11,NA,"80 metres hurdles","Norma Thrower","Australia","Melbourne","Australia"
"835",1956,"Bronze",44.9,NA,"4 × 100 metres relay","United States","(USA)Isabelle DanielsMae FaggsMargaret MatthewsWilma Rudolph","Melbourne","Australia"
"836",1956,"Bronze",NA,NA,"High jump","none awarded",NA,"Melbourne","Australia"
"837",1956,"Bronze",6.07,NA,"Long jump","Nadezhda Dvalishvili","Soviet Union","Melbourne","Australia"
"838",1956,"Bronze",15.61,NA,"Shot put","Marianne Werner","United Team of Germany","Melbourne","Australia"
"839",1956,"Bronze",52.02,NA,"Discus throw","Nina Ponomaryova","Soviet Union","Melbourne","Australia"
"840",1956,"Bronze",50.28,NA,"Javelin throw","Nadezhda Konyayeva","Soviet Union","Melbourne","Australia"
"841",1952,"Bronze",11.9,NA,"100 metres","Shirley Strickland","de la Hunty Australia","Helsinki","Finland"
"842",1952,"Bronze",24.2,NA,"200 metres","Nadezhda Khnykina-Dvalishvili","Soviet Union","Helsinki","Finland"
"843",1952,"Bronze",11.1,NA,"80 metres hurdles","Maria Sander","Germany","Helsinki","Finland"
"844",1952,"Bronze",46.2,NA,"4 × 100 metres relay","Great Britain","(GBR)Sylvia CheesemanJune FouldsJean DesforgesHeather Armitage","Helsinki","Finland"
"845",1952,"Bronze",NA,NA,"High jump","Aleksandra Chudina","Soviet Union","Helsinki","Finland"
"846",1952,"Bronze",NA,NA,"Long jump","Shirley Cawley","Great Britain","Helsinki","Finland"
"847",1952,"Bronze",NA,NA,"Shot put","Klavdia Tochonova","Soviet Union","Helsinki","Finland"
"848",1952,"Bronze",NA,NA,"Discus throw","Nina Dumbadze","Soviet Union","Helsinki","Finland"
"849",1952,"Bronze",NA,NA,"Javelin throw","Yelena Gorchakova","Soviet Union","Helsinki","Finland"
"850",1948,"Bronze",12.2,NA,"100 metres","Shirley Strickland","Australia","London","Great Britain"
"851",1948,"Bronze",25.2,NA,"200 metres","Audrey Patterson","United States","London","Great Britain"
"852",1948,"Bronze",11.4,NA,"80 metres hurdles","Shirley Strickland","Australia","London","Great Britain"
"853",1948,"Bronze",47.8,NA,"4 × 100 metres relay","Canada (CAN)Viola","MyersNancy MacKayDiane FosterPatricia Jones","London","Great Britain"
"854",1948,"Bronze",1.61,NA,"High jump","Micheline Ostermeyer","France","London","Great Britain"
"855",1948,"Bronze",5.575,NA,"Long jump","Ann-Britt Leyman","Sweden","London","Great Britain"
"856",1948,"Bronze",13.08,NA,"Shot put","Ine Schäffer","Austria","London","Great Britain"
"857",1948,"Bronze",40.47,NA,"Discus throw","Jacqueline Mazeas","France","London","Great Britain"
"858",1948,"Bronze",42.08,NA,"Javelin throw","Lily Carlstedt","Denmark","London","Great Britain"
"859",1936,"Bronze",11.9,NA,"100 metres","Käthe Krauß","Germany","Berlin","Germany"
"860",1936,"Bronze",11.7,NA,"80 metres hurdles","Betty Taylor","Canada","Berlin","Germany"
"861",1936,"Bronze",47.8,NA,"4 × 100 metres relay","Canada (CAN)Dorothy","BrookshawMildred DolsonHilda CameronAileen Meagher","Berlin","Germany"
"862",1936,"Bronze",1.6,NA,"High jump","Elfriede Kaun","Germany","Berlin","Germany"
"863",1936,"Bronze",39.8,NA,"Discus throw","Paula Mollenhauer","Germany","Berlin","Germany"
"864",1936,"Bronze",41.8,NA,"Javelin throw","Maria Kwaśniewska","Poland","Berlin","Germany"
